Priority,bike_id,rideable_type,cluster_name,health_score,health_category,total_trips,total_distance_km,complaint_count,avg_user_rating,days_since_service,is_anomaly
785,CLASSIC_0148,classic_bike,🟢 Light Usage,0.3284837162271492,🟢 Stable,48,158.2199999999998,3,3.4285714285714284,0,True
786,EBIKE_1825,electric_bike,🟡 Moderate Usage,0.3284300837710521,🟢 Stable,75,159.6199999999999,3,3.2857142857142856,81,False
787,EBIKE_1194,electric_bike,🟡 Moderate Usage,0.328416170544685,🟢 Stable,73,162.22000000000003,3,3.5714285714285716,107,False
788,EBIKE_2197,electric_bike,🟡 Moderate Usage,0.32841072454343,🟢 Stable,144,357.76,4,3.5,128,False
789,EBIKE_1824,electric_bike,🟡 Moderate Usage,0.32838050369138805,🟢 Stable,191,408.59000000000015,8,4.161290322580645,134,False
790,CLASSIC_0515,classic_bike,🟡 Moderate Usage,0.3282769237605946,🟢 Stable,49,116.04999999999995,2,4.666666666666667,124,False
791,CLASSIC_1075,classic_bike,🟡 Moderate Usage,0.32822903918377677,🟢 Stable,88,218.8800000000001,4,4.066666666666666,127,False
792,EBIKE_2539,electric_bike,🟡 Moderate Usage,0.32816747703203497,🟢 Stable,162,387.28999999999996,7,4.2631578947368425,135,False
793,CLASSIC_0182,classic_bike,🟢 Light Usage,0.3280978902032243,🟢 Stable,327,1013.1200000000001,8,3.9019607843137254,154,False
794,EBIKE_2422,electric_bike,🟡 Moderate Usage,0.3280728232947414,🟢 Stable,103,254.86,3,3.6666666666666665,153,False
795,CLASSIC_0947,classic_bike,🟢 Light Usage,0.32807086154006204,🟢 Stable,241,687.4700000000003,8,3.6666666666666665,133,False
796,EBIKE_0374,electric_bike,🟢 Light Usage,0.3280105996956315,🟢 Stable,120,328.52000000000004,5,4.086956521739131,165,False
797,EBIKE_1599,electric_bike,🟡 Moderate Usage,0.3278692635075744,🟢 Stable,477,1169.0500000000002,11,3.9156626506024095,114,False
798,EBIKE_2892,electric_bike,🟡 Moderate Usage,0.32782029929992473,🟢 Stable,130,289.21,4,3.823529411764706,148,False
799,CLASSIC_1051,classic_bike,🟢 Light Usage,0.3277441298994339,🟢 Stable,91,270.51,7,4.0,56,False
800,EBIKE_1724,electric_bike,🟡 Moderate Usage,0.32768640410803035,🟢 Stable,162,398.8299999999999,5,4.212121212121212,157,False
801,EBIKE_1875,electric_bike,🟡 Moderate Usage,0.32760731888559474,🟢 Stable,303,752.8199999999999,9,4.0,152,False
802,CLASSIC_1985,classic_bike,🟡 Moderate Usage,0.32757211952612675,🟢 Stable,47,107.02000000000044,0,4.166666666666667,177,False
803,CLASSIC_1795,classic_bike,🟢 Light Usage,0.32754476189234294,🟢 Stable,52,164.4,1,4.25,168,False
804,EBIKE_0828,electric_bike,🟡 Moderate Usage,0.3273745470693562,🟢 Stable,160,404.98,3,3.6666666666666665,159,False
805,EBIKE_2344,electric_bike,🟡 Moderate Usage,0.3273048939955341,🟢 Stable,120,267.24000000000024,3,4.0476190476190474,166,False
806,CLASSIC_1401,classic_bike,🟢 Light Usage,0.3272297919060889,🟢 Stable,47,135.78999999999996,1,3.6666666666666665,141,False
807,CLASSIC_0484,classic_bike,🟡 Moderate Usage,0.32717343529778586,🟢 Stable,107,254.45000000000005,3,4.117647058823529,166,False
808,EBIKE_1871,electric_bike,🟡 Moderate Usage,0.3271377387736005,🟢 Stable,91,233.91999999999962,6,4.2,51,False
809,CLASSIC_1081,classic_bike,🟡 Moderate Usage,0.3271150909023962,🟢 Stable,58,147.5,2,4.2727272727272725,142,False
810,EBIKE_1465,electric_bike,🟡 Moderate Usage,0.32709905188915456,🟢 Stable,77,187.13999999999987,1,4.588235294117647,179,False
811,EBIKE_1025,electric_bike,🟡 Moderate Usage,0.32705682526165,🟢 Stable,403,906.5899999999999,10,4.25,136,False
812,CLASSIC_0411,classic_bike,🟡 Moderate Usage,0.32689856609091905,🟢 Stable,398,997.1699999999998,7,4.072727272727272,158,False
813,CLASSIC_1560,classic_bike,🟢 Light Usage,0.3268658381752759,🟢 Stable,56,158.2299999999998,3,3.4444444444444446,42,True
814,CLASSIC_0680,classic_bike,🟢 Light Usage,0.32680522984761673,🟢 Stable,141,401.57000000000016,5,3.9545454545454546,165,False
815,EBIKE_2255,electric_bike,🟡 Moderate Usage,0.32676659651991147,🟢 Stable,138,286.93000000000006,3,4.333333333333333,164,False
816,CLASSIC_0002,classic_bike,🟢 Light Usage,0.3267484365392884,🟢 Stable,112,339.43000000000006,3,4.333333333333333,179,False
817,CLASSIC_1880,classic_bike,🟢 Light Usage,0.3267051566728246,🟢 Stable,106,329.15999999999985,3,3.9444444444444446,173,False
818,EBIKE_1663,electric_bike,🟡 Moderate Usage,0.32666847233039276,🟢 Stable,83,183.42000000000007,4,3.5,74,False
819,EBIKE_0407,electric_bike,🟡 Moderate Usage,0.32655422725440547,🟢 Stable,129,280.4200000000001,3,4.0,163,False
820,EBIKE_0620,electric_bike,🟡 Moderate Usage,0.32636118671298703,🟢 Stable,123,274.8900000000001,3,4.0,156,False
821,CLASSIC_0407,classic_bike,🟢 Light Usage,0.3263240220916458,🟢 Stable,60,167.51000000000005,3,4.375,145,False
822,CLASSIC_1304,classic_bike,🟢 Light Usage,0.32629556811595994,🟢 Stable,120,320.5,5,4.142857142857143,163,False
823,EBIKE_0052,electric_bike,🟡 Moderate Usage,0.326257930959896,🟢 Stable,169,370.21000000000004,4,4.032258064516129,165,False
824,EBIKE_2979,electric_bike,🟠 Heavy Usage,0.3262544082755486,🟢 Stable,823,1991.9299999999998,25,4.070866141732283,9,False
825,CLASSIC_0486,classic_bike,🟡 Moderate Usage,0.3262535088477079,🟢 Stable,54,115.67000000000007,1,4.0,151,False
826,EBIKE_2733,electric_bike,🟡 Moderate Usage,0.3262043550009297,🟢 Stable,131,298.8800000000001,2,3.65,163,False
827,EBIKE_1491,electric_bike,🟡 Moderate Usage,0.32616949501331977,🟢 Stable,119,298.07000000000005,3,4.0,151,False
828,EBIKE_2059,electric_bike,🟡 Moderate Usage,0.3260573520715101,🟢 Stable,75,161.28999999999996,2,4.3,156,False
829,EBIKE_2709,electric_bike,🟡 Moderate Usage,0.326051389037244,🟢 Stable,88,185.3499999999999,2,3.4615384615384617,132,False
830,CLASSIC_0049,classic_bike,🟢 Light Usage,0.3260157571714144,🟢 Stable,52,149.22000000000003,1,3.4545454545454546,168,False
831,EBIKE_1010,electric_bike,🟡 Moderate Usage,0.32595146768972283,🟢 Stable,376,896.1599999999999,5,3.7708333333333335,158,False
832,EBIKE_1935,electric_bike,🟡 Moderate Usage,0.3259040057021863,🟢 Stable,299,739.6699999999996,6,3.9047619047619047,164,False
833,EBIKE_0187,electric_bike,🟡 Moderate Usage,0.3258716594508768,🟢 Stable,126,312.52,2,4.222222222222222,177,False
834,CLASSIC_0293,classic_bike,🟡 Moderate Usage,0.32578841911930895,🟢 Stable,72,188.16000000000008,3,4.2,133,False
835,EBIKE_1782,electric_bike,🟡 Moderate Usage,0.32576349394659976,🟢 Stable,228,547.0899999999992,10,3.909090909090909,93,False
836,EBIKE_0711,electric_bike,🟡 Moderate Usage,0.3256999824238349,🟢 Stable,226,542.24,11,4.064516129032258,105,False
837,EBIKE_0975,electric_bike,🟡 Moderate Usage,0.3256510537669778,🟢 Stable,102,262.72,3,4.3,159,False
838,EBIKE_0548,electric_bike,🟡 Moderate Usage,0.3256248129027219,🟢 Stable,110,248.3699999999999,4,4.0588235294117645,141,False
839,EBIKE_1816,electric_bike,🟡 Moderate Usage,0.3256045734410291,🟢 Stable,93,222.40000000000055,3,4.368421052631579,136,False
840,CLASSIC_0074,classic_bike,🟡 Moderate Usage,0.32553612866753806,🟢 Stable,125,329.25,6,3.727272727272727,85,False
841,EBIKE_0076,electric_bike,🟡 Moderate Usage,0.3254533286321416,🟢 Stable,127,305.4000000000001,3,3.6666666666666665,155,False
842,CLASSIC_0812,classic_bike,🟢 Light Usage,0.3253975981968055,🟢 Stable,67,204.73000000000002,2,4.0625,177,False
843,EBIKE_1012,electric_bike,🟡 Moderate Usage,0.3253642769467934,🟢 Stable,108,197.65999999999985,4,3.9583333333333335,75,False
844,CLASSIC_1628,classic_bike,🟢 Light Usage,0.3252974800577922,🟢 Stable,74,217.33000000000004,5,4.625,66,False
845,CLASSIC_0552,classic_bike,🟢 Light Usage,0.32506882094594625,🟢 Stable,84,256.34000000000003,4,3.625,117,False
846,EBIKE_2728,electric_bike,🟡 Moderate Usage,0.3250399474675539,🟢 Stable,83,234.48000000000002,1,4.0,176,False
847,EBIKE_1802,electric_bike,🟡 Moderate Usage,0.3250319079135996,🟢 Stable,79,172.0699999999997,2,4.0,143,False
848,EBIKE_0412,electric_bike,🟡 Moderate Usage,0.32493153136736197,🟢 Stable,90,234.65000000000003,2,3.5714285714285716,137,False
849,EBIKE_2118,electric_bike,🟡 Moderate Usage,0.3249273589250109,🟢 Stable,275,625.36,14,4.1,92,False
850,CLASSIC_0884,classic_bike,🟢 Light Usage,0.32488523225393945,🟢 Stable,147,428.07000000000005,5,3.9444444444444446,164,False
851,CLASSIC_0332,classic_bike,🟢 Light Usage,0.3248752783108349,🟢 Stable,53,159.00999999999996,3,3.3,36,False
852,EBIKE_2778,electric_bike,🟡 Moderate Usage,0.3248207128925235,🟢 Stable,161,322.82000000000016,4,4.2105263157894735,154,False
853,CLASSIC_1903,classic_bike,🟡 Moderate Usage,0.32465836842015816,🟢 Stable,50,99.26000000000002,1,3.7142857142857144,127,False
854,EBIKE_2337,electric_bike,🟡 Moderate Usage,0.3246339210918469,🟢 Stable,255,614.8399999999997,0,4.309523809523809,175,False
855,EBIKE_0994,electric_bike,🟡 Moderate Usage,0.3246192746677922,🟢 Stable,220,528.81,6,3.870967741935484,149,False
856,EBIKE_2630,electric_bike,🟡 Moderate Usage,0.3246154672325031,🟢 Stable,310,750.55,7,4.06,154,False
857,EBIKE_1284,electric_bike,🟢 Light Usage,0.32457428959442197,🟢 Stable,110,303.43000000000006,5,4.444444444444445,150,False
858,EBIKE_2781,electric_bike,🟡 Moderate Usage,0.32448954799580676,🟢 Stable,602,1353.3200000000002,12,3.9310344827586206,123,False
859,CLASSIC_1602,classic_bike,🟡 Moderate Usage,0.32447308039529665,🟢 Stable,56,144.95999999999998,3,4.0,68,False
860,EBIKE_0307,electric_bike,🟡 Moderate Usage,0.32445607345418037,🟢 Stable,167,415.6300000000001,6,4.115384615384615,144,False
861,EBIKE_0007,electric_bike,🟡 Moderate Usage,0.324451220476924,🟢 Stable,554,1439.58,21,3.8541666666666665,78,False
862,EBIKE_1504,electric_bike,🟡 Moderate Usage,0.32444589046276084,🟢 Stable,125,313.8000000000002,3,3.761904761904762,138,False
863,EBIKE_1533,electric_bike,🟡 Moderate Usage,0.32439806972833807,🟢 Stable,655,1466.4099999999999,14,3.8351648351648353,114,False
864,CLASSIC_0800,classic_bike,🟢 Light Usage,0.324366733813471,🟢 Stable,120,380.5699999999997,3,4.0,167,False
865,EBIKE_1086,electric_bike,🟡 Moderate Usage,0.32436040885631084,🟢 Stable,97,213.57000000000002,1,3.5,154,False
866,EBIKE_2740,electric_bike,🟡 Moderate Usage,0.3243492123755954,🟢 Stable,314,768.8399999999999,8,4.0,153,False
867,CLASSIC_0342,classic_bike,🟡 Moderate Usage,0.32429786406203787,🟢 Stable,59,129.45000000000005,2,3.5,86,False
868,EBIKE_2523,electric_bike,🟢 Light Usage,0.32420729688323047,🟢 Stable,110,297.0799999999999,3,3.7857142857142856,177,False
869,CLASSIC_0097,classic_bike,🟡 Moderate Usage,0.32413960744698617,🟢 Stable,68,157.71000000000004,4,4.142857142857143,77,False
870,EBIKE_0877,electric_bike,🟡 Moderate Usage,0.3239706889062601,🟢 Stable,119,276.15000000000055,0,3.45,151,False
871,CLASSIC_1055,classic_bike,🟡 Moderate Usage,0.32395345054578994,🟢 Stable,72,180.77999999999997,3,3.8,122,False
872,EBIKE_2388,electric_bike,🟡 Moderate Usage,0.32392925464565925,🟢 Stable,105,273.84,2,4.416666666666667,168,False
873,EBIKE_1842,electric_bike,🟠 Heavy Usage,0.323890816941421,🟢 Stable,841,1973.6600000000008,16,4.058333333333334,25,True
874,EBIKE_0202,electric_bike,🟡 Moderate Usage,0.3238699574736837,🟢 Stable,697,1642.43,21,4.032967032967033,92,False
875,EBIKE_1667,electric_bike,🟡 Moderate Usage,0.32373875243269185,🟢 Stable,107,226.97000000000003,3,4.142857142857143,142,False
876,CLASSIC_1504,classic_bike,🟡 Moderate Usage,0.32367938995699463,🟢 Stable,86,215.5,5,4.2105263157894735,56,False
877,CLASSIC_1516,classic_bike,🟢 Light Usage,0.3236200508272866,🟢 Stable,106,305.01,8,3.8333333333333335,46,False
878,CLASSIC_1215,classic_bike,🟢 Light Usage,0.3235539218312313,🟢 Stable,64,165.18000000000006,3,4.083333333333333,131,False
879,EBIKE_1831,electric_bike,🟡 Moderate Usage,0.323438809171357,🟢 Stable,133,274.52999999999975,5,4.0,121,False
880,EBIKE_0272,electric_bike,🟡 Moderate Usage,0.32343072157741726,🟢 Stable,129,298.46000000000004,6,4.0,117,False
881,EBIKE_0704,electric_bike,🟡 Moderate Usage,0.3233138521807699,🟢 Stable,110,228.80999999999995,3,3.5833333333333335,129,False
882,EBIKE_1850,electric_bike,🟡 Moderate Usage,0.323203673680705,🟢 Stable,80,203.21000000000004,1,4.181818181818182,175,False
883,CLASSIC_0062,classic_bike,🟡 Moderate Usage,0.3231901765863473,🟢 Stable,166,419.29999999999995,2,3.857142857142857,178,False
884,EBIKE_2151,electric_bike,🟡 Moderate Usage,0.3231759437829021,🟢 Stable,106,262.99,2,4.117647058823529,176,False
885,CLASSIC_0507,classic_bike,🟢 Light Usage,0.32317155731250297,🟢 Stable,156,480.4599999999996,7,4.103448275862069,138,False
886,CLASSIC_0301,classic_bike,🟢 Light Usage,0.3231305243163659,🟢 Stable,90,277.21000000000004,3,3.769230769230769,159,False
887,EBIKE_1384,electric_bike,🟡 Moderate Usage,0.3231208084458425,🟢 Stable,195,435.72,3,3.75,165,False
888,EBIKE_1800,electric_bike,🟡 Moderate Usage,0.32310722321686447,🟢 Stable,209,488.3699999999999,5,4.4,161,False
889,EBIKE_2208,electric_bike,🟡 Moderate Usage,0.3228271074670659,🟢 Stable,249,594.85,10,3.8285714285714287,111,False
890,CLASSIC_1900,classic_bike,🟢 Light Usage,0.32280546553081174,🟢 Stable,86,335.22000000000025,1,4.0,151,True
891,EBIKE_2661,electric_bike,🟡 Moderate Usage,0.32276728104267516,🟢 Stable,544,1282.9899999999998,12,3.863157894736842,109,False
892,CLASSIC_0353,classic_bike,🟡 Moderate Usage,0.322758261007748,🟢 Stable,54,142.64999999999998,1,3.7777777777777777,130,False
893,CLASSIC_1896,classic_bike,🟢 Light Usage,0.3227562152203312,🟢 Stable,96,329.8499999999999,3,4.055555555555555,154,False
894,CLASSIC_0469,classic_bike,🟡 Moderate Usage,0.3226451215704609,🟢 Stable,484,1240.31,14,4.085714285714285,124,False
895,EBIKE_0380,electric_bike,🟡 Moderate Usage,0.3225972696992654,🟢 Stable,87,174.57000000000016,3,3.5,101,False
896,EBIKE_1884,electric_bike,🟡 Moderate Usage,0.32255813398458844,🟢 Stable,148,304.06999999999994,8,4.055555555555555,76,False
897,EBIKE_0349,electric_bike,🟡 Moderate Usage,0.32255545570815813,🟢 Stable,391,874.8499999999999,8,3.8524590163934427,144,False
898,CLASSIC_1971,classic_bike,🟢 Light Usage,0.32254490770806704,🟢 Stable,189,556.0100000000002,7,3.8947368421052633,150,False
899,EBIKE_0214,electric_bike,🟡 Moderate Usage,0.32253138619253835,🟢 Stable,76,181.59000000000015,2,3.75,122,False
900,CLASSIC_1080,classic_bike,🟢 Light Usage,0.32240694186301855,🟢 Stable,132,347.3299999999999,6,4.181818181818182,159,False
901,CLASSIC_0472,classic_bike,🟢 Light Usage,0.32219466594342727,🟢 Stable,70,188.28999999999996,2,4.454545454545454,179,False
902,CLASSIC_1535,classic_bike,🟡 Moderate Usage,0.322167138525434,🟢 Stable,46,111.31000000000017,0,4.666666666666667,170,False
903,EBIKE_2246,electric_bike,🟡 Moderate Usage,0.3221174602094301,🟢 Stable,142,328.60000000000014,6,3.6666666666666665,108,False
904,CLASSIC_0599,classic_bike,🟢 Light Usage,0.32181679108830624,🟢 Stable,57,196.6300000000001,2,4.153846153846154,99,True
905,CLASSIC_0617,classic_bike,🟢 Light Usage,0.32173747095230526,🟢 Stable,64,178.44999999999982,3,4.363636363636363,141,False
906,EBIKE_2567,electric_bike,🟡 Moderate Usage,0.3216242626293364,🟢 Stable,198,456.27999999999975,11,4.038461538461538,66,False
907,EBIKE_1206,electric_bike,🟡 Moderate Usage,0.3215071892714344,🟢 Stable,125,305.61,2,3.533333333333333,149,False
908,CLASSIC_1134,classic_bike,🟢 Light Usage,0.32138985511777496,🟢 Stable,121,369.8100000000002,6,3.6875,106,False
909,EBIKE_0551,electric_bike,🟢 Light Usage,0.3212912071144386,🟢 Stable,84,238.19999999999982,2,4.266666666666667,177,False
910,EBIKE_2357,electric_bike,🟡 Moderate Usage,0.3212329352764361,🟢 Stable,89,196.97000000000003,3,4.0,142,False
911,EBIKE_0264,electric_bike,🟡 Moderate Usage,0.32114635598627855,🟢 Stable,85,190.29999999999995,3,4.25,132,False
912,EBIKE_1146,electric_bike,🟡 Moderate Usage,0.32107216338235767,🟢 Stable,159,370.7900000000002,2,3.727272727272727,159,False
913,EBIKE_1117,electric_bike,🟡 Moderate Usage,0.32106672001164654,🟢 Stable,104,256.27,2,3.6,145,False
914,EBIKE_2723,electric_bike,🟡 Moderate Usage,0.3210192912710963,🟢 Stable,124,264.55999999999995,2,4.0,167,False
915,EBIKE_2385,electric_bike,🟡 Moderate Usage,0.32097447641956967,🟢 Stable,708,1615.22,16,4.053097345132743,112,False
916,CLASSIC_0233,classic_bike,🟢 Light Usage,0.3208151133531616,🟢 Stable,98,318.87,3,4.333333333333333,154,False
917,EBIKE_1542,electric_bike,🟡 Moderate Usage,0.3206660652853197,🟢 Stable,119,221.01999999999998,3,4.125,123,False
918,CLASSIC_1315,classic_bike,🟢 Light Usage,0.32064495956140887,🟢 Stable,99,275.3899999999999,4,3.9411764705882355,164,False
919,EBIKE_0874,electric_bike,🟡 Moderate Usage,0.32061963123467285,🟢 Stable,236,554.0500000000002,9,4.0606060606060606,108,False
920,CLASSIC_0329,classic_bike,🟢 Light Usage,0.32059835516451296,🟢 Stable,56,172.45000000000005,2,3.4285714285714284,127,False
921,CLASSIC_0141,classic_bike,🟢 Light Usage,0.3205835745344108,🟢 Stable,57,202.77999999999997,2,3.727272727272727,92,True
922,EBIKE_1607,electric_bike,🟡 Moderate Usage,0.3203774530946664,🟢 Stable,92,201.32,2,4.642857142857143,155,False
923,EBIKE_1080,electric_bike,🟡 Moderate Usage,0.3203082014566394,🟢 Stable,96,215.44000000000005,1,4.0476190476190474,176,False
924,CLASSIC_0052,classic_bike,🟢 Light Usage,0.320257643570461,🟢 Stable,322,960.1800000000001,4,4.0,178,False
925,CLASSIC_0731,classic_bike,🟢 Light Usage,0.320074931711828,🟢 Stable,161,447.59000000000015,7,3.8181818181818183,146,False
926,CLASSIC_0376,classic_bike,🟡 Moderate Usage,0.32005229047797423,🟢 Stable,167,424.4899999999998,9,4.243243243243243,92,False
927,EBIKE_0603,electric_bike,🟡 Moderate Usage,0.3199998724379131,🟢 Stable,92,232.4300000000003,2,4.571428571428571,156,False
928,EBIKE_0359,electric_bike,🟡 Moderate Usage,0.31992626076598163,🟢 Stable,111,222.75,5,3.9565217391304346,91,False
929,CLASSIC_1324,classic_bike,🟢 Light Usage,0.3198882944654956,🟢 Stable,648,1802.78,16,3.9761904761904763,135,False
930,CLASSIC_1754,classic_bike,🟢 Light Usage,0.31988203676126625,🟢 Stable,623,1744.2099999999998,22,4.033333333333333,114,False
931,EBIKE_0753,electric_bike,🟡 Moderate Usage,0.3198780747641652,🟢 Stable,145,319.70000000000005,4,4.076923076923077,154,False
932,EBIKE_2222,electric_bike,🟡 Moderate Usage,0.31985491508045355,🟢 Stable,171,373.29999999999995,2,4.0588235294117645,174,False
933,EBIKE_2342,electric_bike,🟡 Moderate Usage,0.3198431355959608,🟢 Stable,172,449.65999999999997,3,4.035714285714286,168,False
934,CLASSIC_1452,classic_bike,🟡 Moderate Usage,0.3197775236936235,🟢 Stable,210,536.58,6,4.090909090909091,152,False
935,EBIKE_2526,electric_bike,🟡 Moderate Usage,0.31970875532287135,🟢 Stable,96,232.67000000000007,2,4.076923076923077,150,False
936,EBIKE_0005,electric_bike,🟡 Moderate Usage,0.3196778584008662,🟢 Stable,174,411.9500000000003,4,4.36,161,False
937,EBIKE_1860,electric_bike,🟡 Moderate Usage,0.31961860377809537,🟢 Stable,80,219.77999999999997,6,4.0625,15,False
938,EBIKE_0522,electric_bike,🟡 Moderate Usage,0.3195112019862085,🟢 Stable,140,343.0400000000001,6,3.857142857142857,120,False
939,EBIKE_1827,electric_bike,🟡 Moderate Usage,0.3194070528965997,🟢 Stable,98,225.73999999999978,4,4.111111111111111,127,False
940,CLASSIC_1135,classic_bike,🟡 Moderate Usage,0.3193745624844359,🟢 Stable,55,144.51999999999998,1,4.0,165,False
941,EBIKE_2752,electric_bike,🟡 Moderate Usage,0.3193655357676358,🟢 Stable,491,1095.6600000000003,18,4.116883116883117,84,False
942,EBIKE_1679,electric_bike,🟡 Moderate Usage,0.31928130504757424,🟢 Stable,76,169.06999999999994,2,4.153846153846154,137,False
943,CLASSIC_1425,classic_bike,🟢 Light Usage,0.31927708416846207,🟢 Stable,475,1369.56,4,4.0,167,True
944,CLASSIC_1094,classic_bike,🟢 Light Usage,0.3191758268046354,🟢 Stable,59,178.90999999999997,3,4.636363636363637,126,False
945,EBIKE_2339,electric_bike,🟡 Moderate Usage,0.3191338284854956,🟢 Stable,113,261.87,7,3.7,24,False
946,CLASSIC_1979,classic_bike,🟡 Moderate Usage,0.3190390821849966,🟢 Stable,162,376.1199999999999,4,3.8275862068965516,144,False
947,EBIKE_0440,electric_bike,🟡 Moderate Usage,0.31902247938018263,🟢 Stable,185,420.2499999999998,5,4.111111111111111,151,False
948,EBIKE_0083,electric_bike,🟡 Moderate Usage,0.31893199975519326,🟢 Stable,130,289.4100000000001,8,3.76,42,False
949,CLASSIC_1292,classic_bike,🟢 Light Usage,0.3188907780437684,🟢 Stable,91,340.52999999999975,2,4.176470588235294,136,True
950,CLASSIC_1318,classic_bike,🟢 Light Usage,0.3188492055443307,🟢 Stable,59,211.68999999999994,3,4.0,70,False
951,CLASSIC_0522,classic_bike,🟡 Moderate Usage,0.31880480716369786,🟢 Stable,577,1556.1100000000001,25,4.01063829787234,34,True
952,CLASSIC_0298,classic_bike,🟢 Light Usage,0.3187846260601478,🟢 Stable,120,392.19999999999993,2,4.384615384615385,165,False
953,EBIKE_2137,electric_bike,🟡 Moderate Usage,0.31872704435135363,🟢 Stable,83,197.95,1,3.9,169,False
954,EBIKE_1113,electric_bike,🟡 Moderate Usage,0.31857972176888116,🟢 Stable,104,238.65999999999985,2,4.333333333333333,172,False
955,CLASSIC_0761,classic_bike,🟢 Light Usage,0.3184187513430043,🟢 Stable,58,189.07000000000016,2,4.111111111111111,152,False
956,EBIKE_0907,electric_bike,🟡 Moderate Usage,0.31836236981996097,🟢 Stable,479,1081.16,13,3.9714285714285715,128,False
957,EBIKE_0194,electric_bike,🟡 Moderate Usage,0.31835513998330434,🟢 Stable,125,319.0799999999999,6,3.9473684210526314,94,False
958,EBIKE_0825,electric_bike,🟠 Heavy Usage,0.31829086031994996,🟢 Stable,719,1630.4099999999999,9,4.0,39,False
959,EBIKE_1805,electric_bike,🟡 Moderate Usage,0.31821608359637404,🟢 Stable,225,550.54,5,4.171428571428572,151,False
960,CLASSIC_1421,classic_bike,🟢 Light Usage,0.3181681063600991,🟢 Stable,92,244.8,4,4.529411764705882,154,False
961,CLASSIC_0480,classic_bike,🟢 Light Usage,0.31813400895965094,🟢 Stable,102,320.4000000000001,3,3.5833333333333335,148,False
962,EBIKE_2501,electric_bike,🟡 Moderate Usage,0.31809243297943385,🟢 Stable,198,509.74,4,4.193548387096774,159,False
963,EBIKE_2925,electric_bike,🟡 Moderate Usage,0.31807609448907614,🟢 Stable,78,137.3599999999999,2,4.153846153846154,89,False
964,CLASSIC_1319,classic_bike,🟡 Moderate Usage,0.3180312549792129,🟢 Stable,51,101.98000000000002,2,3.3333333333333335,25,False
965,EBIKE_2229,electric_bike,🟡 Moderate Usage,0.3178837675288199,🟢 Stable,199,463.19000000000005,6,4.161290322580645,141,False
966,EBIKE_0224,electric_bike,🟡 Moderate Usage,0.31779423238530374,🟢 Stable,130,297.03999999999996,6,3.9615384615384617,82,False
967,EBIKE_1147,electric_bike,🟡 Moderate Usage,0.3177419898245864,🟢 Stable,112,251.7800000000002,6,3.7058823529411766,48,False
968,CLASSIC_1261,classic_bike,🟡 Moderate Usage,0.3177353036720372,🟢 Stable,144,384.32000000000005,3,3.9473684210526314,160,False
969,EBIKE_2751,electric_bike,🟡 Moderate Usage,0.3176930797726003,🟢 Stable,517,1265.95,13,4.152777777777778,125,False
970,EBIKE_1138,electric_bike,🟡 Moderate Usage,0.31767009095664855,🟢 Stable,661,1614.1,17,4.074766355140187,87,False
971,CLASSIC_1440,classic_bike,🟡 Moderate Usage,0.3176576494395062,🟢 Stable,591,1548.2900000000002,13,4.012987012987013,114,False
972,CLASSIC_1242,classic_bike,🟡 Moderate Usage,0.31760822715520787,🟢 Stable,136,345.30999999999995,2,4.476190476190476,168,False
973,EBIKE_1560,electric_bike,🟡 Moderate Usage,0.31749338942274546,🟢 Stable,94,196.32999999999998,3,4.357142857142857,133,False
974,EBIKE_2619,electric_bike,🟡 Moderate Usage,0.31748137113526287,🟢 Stable,118,250.57,2,4.478260869565218,169,False
975,CLASSIC_0642,classic_bike,🟢 Light Usage,0.3174268677000699,🟢 Stable,73,207.66999999999996,3,4.428571428571429,142,False
976,EBIKE_2947,electric_bike,🟡 Moderate Usage,0.31734246224698626,🟢 Stable,212,448.09000000000015,7,4.142857142857143,125,False
977,EBIKE_1151,electric_bike,🟡 Moderate Usage,0.3173219377266882,🟢 Stable,483,1155.87,13,3.9402985074626864,115,False
978,EBIKE_1784,electric_bike,🟡 Moderate Usage,0.3173077708047616,🟢 Stable,172,395.31,3,3.9166666666666665,166,False
979,CLASSIC_0416,classic_bike,🟡 Moderate Usage,0.317258990565326,🟢 Stable,65,155.44000000000005,3,4.166666666666667,79,False
980,EBIKE_2736,electric_bike,🟡 Moderate Usage,0.31723050251378954,🟢 Stable,146,360.33000000000015,6,4.0,125,False
981,CLASSIC_1194,classic_bike,🟡 Moderate Usage,0.31721721698063277,🟢 Stable,47,132.74000000000024,1,4.0,136,False
982,CLASSIC_0203,classic_bike,🟢 Light Usage,0.31718249576107466,🟢 Stable,234,675.3,8,3.9714285714285715,159,False
983,CLASSIC_1130,classic_bike,🟢 Light Usage,0.31714153670610545,🟢 Stable,126,436.76,5,3.8636363636363638,119,False
984,CLASSIC_1070,classic_bike,🟡 Moderate Usage,0.31710815101029666,🟢 Stable,63,165.36,0,3.642857142857143,176,False
985,CLASSIC_1875,classic_bike,🟢 Light Usage,0.3170842074070734,🟢 Stable,88,237.58999999999997,3,4.157894736842105,172,False
986,CLASSIC_0458,classic_bike,🟢 Light Usage,0.31706802937051787,🟢 Stable,55,161.90999999999985,0,3.5,172,False
987,EBIKE_0008,electric_bike,🟡 Moderate Usage,0.31706384242750474,🟢 Stable,415,910.54,9,4.059701492537314,119,False
988,EBIKE_0731,electric_bike,🟡 Moderate Usage,0.31702055747814517,🟢 Stable,76,181.83999999999997,4,4.125,82,False
